Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::MainLightShadowCasterPass.Execute()";0.2111;0.1913;0.5841;1360;1199;1446;16;16;64.0744998455048;0.2135817;0.2052;0.2178;301;1;1;2;300;1147;0.1913;0.3642;1199;1446;0.2052
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::MainLightShadowCasterPass.RenderMainLightCascadeShadowmap()";0.2096;0.19;0.5802;1387;1199;1446;17;17;63.662899851799;0.2122097;0.2038;0.2165;301;1;1;2;300;1147;0.19;0.3619;1199;1446;0.2037
"Crest.dll!Crest::OceanRenderer.LateUpdateTiles()";0.2086;0.1834;0.3786;1281;1398;1446;6;6;63.1612997204065;0.2105377;0.2014;0.2168;300;1;1;1;300;1147;0.1834;0.3786;1398;1446;0.1946
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::DebugHandler.IsActiveForCamera()";0.2068;0.1959;0.6301001;1297;1251;1446;12;21;62.7815996909048;0.209272;0.2033;0.2119001;15351;51;51;102;300;1147;0.0031;0.0207;1203;1175;0.2184
"Unity.RenderPipelines.Universal.Runtime.dll!::BeautifyRenderPass.Execute()";0.2051;0.192;0.6827;1261;1196;1446;16;16;62.3941998928785;0.2079807;0.2007;0.2108;301;1;1;2;300;1147;0.192;0.3859;1196;1446;0.2142
"UnityEngine.CoreModule.dll!UnityEngine::Shader.PropertyToID()";0.2019002;0.1784001;0.3740003;1436;1291;1446;6;21;61.0326990250906;0.2034423;0.1936002;0.2109002;95586;318;318;504;300;1147;0.0001;0.0403;1147;1361;0.2009002
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationSystemPro.RenderBillboardCells()";0.1999;0.1895;0.312;1195;1156;1446;5;5;60.2759997844696;0.20092;0.1951;0.2041;300;1;1;1;300;1147;0.1895;0.312;1156;1446;0.1922
"Draw billboards";0.1989;0.1887;0.31;1322;1239;1446;6;6;59.9837997555733;0.199946;0.1941;0.2032;300;1;1;1;300;1147;0.1887;0.31;1239;1446;0.1909
"mscorlib.dll!System.Collections.Generic::List`1.get_Item()";0.1988027;0.1825024;0.4840817;1425;1158;1446;4;20;60.3269985275256;0.20109;0.1944025;0.2037027;683325;2272;2242;3826;300;1147;0;0.0344;1147;1257;0.1926026
"Crest.dll!Crest::LodDataMgrPersistent.BuildCommandBuffer()";0.1984;0.0796;3.0111;1262;1400;1446;8;8;59.1360999271274;0.1971203;0.1939;0.2052;300;1;1;1;300;1147;0.0796;3.0111;1400;1446;0.195
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::PostProcessPass.Execute()";0.1913;0.1701;0.6123;1347;1147;1446;16;16;58.2323999106884;0.194108;0.1865;0.1973;301;1;1;2;300;1147;0.1701;0.375;1147;1446;0.1871
"Find billboard cells with quadtree";0.1911;0.1785;0.3346;1346;1204;1446;7;7;57.6556998044252;0.1921857;0.1866;0.1953;300;1;1;1;300;1147;0.1785;0.3346;1204;1446;0.1815
"Unity.RenderPipelines.Universal.Runtime.dll!::BeautifyRenderPass.ExecutePass()";0.1899;0.178;0.6185;1348;1196;1446;17;17;57.8321996480227;0.192774;0.1862;0.1952;301;1;1;2;300;1147;0.178;0.3472;1196;1446;0.1995
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.VegetationSystem::VegetationStudioCamera.ScheduleCullVegetationJob()";0.1898;0.1653;0.3002;1443;1211;1446;5;5;57.2641998082399;0.1908807;0.1846;0.195;300;1;1;1;300;1147;0.1653;0.3002;1211;1446;0.197
"DrawTransparentObjects";0.1892;0.1702;0.3022;1206;1277;1371;15;15;57.3093998655677;0.1910313;0.1855;0.1938;301;1;1;2;300;1147;0.0911;0.3022;1446;1371;0.1888
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.InternalStartRendering()";0.1892;0.1753;0.6316;1313;1246;1446;12;12;57.616099730134;0.1920537;0.184;0.1957;301;1;1;2;300;1147;0.1753;0.4207;1246;1446;0.1885
"AwesomeTechnologies.VegetationStudioPro.Runtime.dll!AwesomeTechnologies.Utility.Culling::JobCullingGroup.Cull()";0.1875;0.1631;0.2957;1338;1211;1446;6;6;56.5113997794688;0.1883713;0.1822;0.1927;600;2;2;2;300;1147;0.0613;0.194;1211;1446;0.1944
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::DebugHandler.get_AreAnySettingsActive()";0.1862999;0.1768;0.5654001;1304;1258;1446;13;22;56.5344998594373;0.1884483;0.1824999;0.1914;15351;51;51;102;300;1147;0.0028;0.0203;1345;1175;0.1982
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableRenderContext.ExecuteCommandBuffer_Internal()";0.1861;0.1652;18.52329;1245;1252;1446;10;21;74.9340999135748;0.2497803;0.1805;0.1967;19264;64;64;128;300;1147;0.001;6.4724;1215;1446;0.1856
"Assembly-CSharp.dll!::EnviroSky.UpdateEffectSystems()";0.1846;0.1743;0.6071;1284;1387;1446;6;6;56.5529998540878;0.18851;0.1815;0.1908;300;1;1;1;300;1147;0.1743;0.6071;1387;1446;0.1821
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::DebugDisplaySettings.get_AreAnySettingsActive()";0.1833;0.1733;0.5474;1394;1251;1446;13;23;55.5268998972606;0.1850897;0.1791;0.1882;15652;52;52;104;300;1147;0.0027;0.0207;1155;1282;0.1957999
"Crest.dll!Crest::OceanRenderer.get_Gravity()";0.1828997;0.1717997;0.3169001;1294;1277;1446;11;11;55.1354986101505;0.183785;0.1796997;0.1865997;67200;224;224;224;300;1147;0.0007;0.0457;1147;1229;0.1876997
"UnityEngine.UI.dll!UnityEngine.EventSystems::StandaloneInputModule.Process()";0.1819;0.0013;0.2212;1411;1445;1171;5;5;54.122799906414;0.1804093;0.1714;0.1913;300;1;1;1;300;1147;0.0013;0.2212;1445;1171;0.2117
"Assembly-CSharp.dll!::EnviroSky.get_instance()";0.1817001;0.1734;0.5771989;1339;1258;1446;6;19;55.0855994708254;0.1836187;0.178;0.1851;57773;192;192;348;300;1147;0.0008;0.0555;1147;1288;0.1969001
"UnityEngine.CoreModule.dll!Unity.Collections::NativeArray`1..ctor()";0.1808999;0.1717;0.5462;1212;1213;1446;13;20;54.9251000229269;0.1830837;0.1779;0.1851999;14749;49;49;98;300;1147;0.0029;0.0368;1172;1337;0.1799999
"Crest.dll!::WaveBatch.Draw()";0.1792;0.1686;0.3167;1215;1278;1446;10;10;54.3359999181703;0.18112;0.1765;0.1829;5400;18;18;18;300;1147;0.0088;0.0373;1150;1380;0.1696
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::ScriptableRenderContext.ExecuteCommandBuffer_Internal_Injected()";0.1717;0.1512;18.4735;1241;1252;1446;11;22;70.4808998739463;0.2349363;0.1658;0.1815;19264;64;64;128;300;1147;0.0008;6.471;1215;1446;0.172
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.SetRenderTarget()";0.1706;0.1602;0.5078999;1298;1166;1446;18;19;52.0034997086041;0.173345;0.1663;0.1767;10836;36;36;72;300;1147;0.0022;0.0241;1218;1446;0.1758
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.InitializeCameraData()";0.1682;0.1484;2.3724;1437;1182;1446;8;8;53.4101998955011;0.178034;0.1608;0.1754;301;1;1;2;300;1147;0.1484;2.2087;1182;1446;0.1833
"Assembly-CSharp.dll!::EnviroSky.UpdateSkyShaderVariables()";0.1663;0.1499;0.2668;1260;1174;1446;6;6;50.3930998891592;0.167977;0.1603;0.1717;300;1;1;1;300;1147;0.1499;0.2668;1174;1446;0.2214
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroBlitPassVolumeClouds.SetCloudProperties()";0.1663;0.1459;0.5415;1386;1295;1446;17;17;50.4756998866796;0.1682523;0.1589;0.1739;301;1;1;2;300;1147;0.1459;0.3435;1295;1446;0.1764
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::ForwardLights.SetupShaderLightConstants()";0.1662;0.1504;0.4466;1334;1272;1446;16;16;50.499499887228;0.1683317;0.162;0.1719;301;1;1;2;300;1147;0.1504;0.2814;1272;1446;0.1672
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.InitializeRenderingData()";0.164;0.1465;0.4389;1177;1249;1446;10;10;49.8030997812748;0.1660103;0.1604;0.1695;301;1;1;2;300;1147;0.1465;0.2701;1249;1446;0.1741
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderTargetIdentifier.op_Inequality()";0.1638004;0.1535002;0.5333019;1396;1305;1446;18;20;49.6299990959233;0.1654333;0.1595003;0.1686004;121905;405;405;810;300;1147;0.0002;0.0131;1147;1446;0.1563002
"Prepare VegetationCell culling jobs";0.1635;0.1416;0.2485;1337;1211;1446;7;7;49.2390998825431;0.1641303;0.1576;0.1689;600;2;2;2;300;1147;0.0531;0.161;1211;1446;0.1706
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::ColorGradingLutPass.Execute()";0.1633;0.1469;1.6241;1203;1279;1446;16;16;50.6970997750759;0.1689903;0.1563;0.1705;301;1;1;2;300;1147;0.1469;1.331;1279;1446;0.1695
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor..ctor()";0.1625;0.1386;0.4442999;1422;1182;1156;11;19;51.8212996982038;0.1727377;0.1546;0.1793;3612;12;12;24;300;1147;0.005;0.0685;1414;1156;0.3082
"UnityEngine.CoreModule.dll!UnityEngine::Matrix4x4.get_identity()";0.1611;0.1541;0.4197003;1290;1156;1446;10;20;49.0733000775799;0.1635777;0.1584;0.1664;27059;90;90;149;300;1147;0.0015;0.0449;1196;1272;0.1628
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::DrawObjectsPass.Execute()";0.1573;0.1464;2.2827;1289;1385;1446;16;16;49.7009998336434;0.16567;0.1534;0.1621;602;2;2;4;300;1147;0.0725;1.9778;1371;1446;0.1601
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::RenderingUtils.IsMRT()";0.1556;0.1467;0.4762;1367;1405;1446;18;18;47.5616995631717;0.158539;0.152;0.1632;6622;22;22;44;300;1147;0.0064;0.0267;1236;1317;0.1503
"Unity.RenderPipelines.Universal.Runtime.dll!::BeautifyRenderPass.DoBloomAndFlares()";0.1554;0.1457;0.518;1314;1212;1446;18;18;47.404399856925;0.1580147;0.1532;0.1589;301;1;1;2;300;1147;0.1457;0.297;1212;1446;0.1563
"UnityEngine.CoreModule.dll!UnityEngine::Material.SetVector()";0.1549001;0.1411;0.4343001;1245;1147;1446;7;22;47.2298997462494;0.157433;0.1502001;0.1619001;25870;86;86;156;300;1147;0.0009;0.037;1148;1286;0.1621001
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::VolumeParameter.GetValue()";0.1547007;0.1429005;0.4667991;1177;1339;1446;14;15;47.3991985295143;0.1579973;0.1513007;0.1589007;153209;509;509;1018;300;1147;0.0002;0.0741;1147;1287;0.1550007
"UnityEngine.CoreModule.dll!UnityEngine::Graphics.Blit()";0.1536;0.1317;0.4263;1276;1359;1446;17;20;46.8539997539483;0.15618;0.146;0.1625;3612;12;12;24;300;1147;0.0046;0.0526;1393;1281;0.1613
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderer.SortStable()";0.1505;0.1424;0.469;1379;1229;1446;13;13;45.8303998857737;0.152768;0.1479;0.1547;301;1;1;2;300;1147;0.1424;0.3162;1229;1446;0.1615
"Unity.Collections.dll!Unity.Collections::NativeList`1.get_Length()";0.1492;0.1391;0.2725;1437;1180;1446;5;8;45.0239994819858;0.15008;0.1462;0.1523;44700;149;149;149;300;1147;0.0008;0.0137;1147;1287;0.1472
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::GraphicsSettings.HasShaderDefine()";0.1486;0.1303;0.3752;1217;1236;1446;13;21;45.4599997566547;0.1515333;0.1432;0.1555;4515;15;15;30;300;1147;0.0032;0.0734;1154;1350;0.1583
"UnityEditor.CoreModule.dll!UnityEditor::MaterialPropertyHandler.GetPropertyString()";0.1485;0.1485;0.1485;1446;1446;1446;17;17;0.14850000012666;0.1485;0.1485;0.1485;18;18;18;18;1;1446;0.0069;0.0148;1446;1446;0
"Prepare cell loading jobs";0.1444;0.1339;0.2491;1247;1348;1446;5;5;43.6295999288559;0.145432;0.1405;0.149;300;1;1;1;300;1147;0.1339;0.2491;1348;1446;0.1443
"Terrain.UpdateSplatProperties";0.143;0.1073;0.2839;1407;1182;1446;14;14;43.049499951303;0.1434983;0.1306;0.1553;301;1;1;2;300;1147;0.1073;0.1844;1182;1391;0.1529
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::VolumeStack.GetComponent()";0.1397;0.1292;0.4546;1284;1147;1446;13;19;43.0516996704973;0.1435057;0.1361;0.1466;13846;46;46;92;300;1147;0.0018;0.0582;1158;1150;0.1481
"MeshSkinning.UpdateImmediate";0.1381;0.1381;0.1381;1446;1446;1446;17;17;0.138099998235703;0.1381;0.1381;0.1381;3;3;3;3;1;1446;0.0423;0.0525;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::RenderTexture.GetTemporary()";0.1367;0.1244;0.3901999;1393;1404;1446;15;17;41.5880998116918;0.138627;0.1326;0.1423;3913;13;13;26;300;1147;0.0058;0.0584;1277;1274;0.1363
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::ProfilingSampler.Begin()";0.1357;0.122;0.3344001;1224;1430;1446;6;20;41.4044997393503;0.138015;0.1314;0.1423;28896;96;96;192;300;1147;0.0005;0.0171;1147;1359;0.1392
"UnityEngine.CoreModule.dll!Unity.Collections::NativeArray`1.Allocate()";0.1343001;0.1263;0.4056999;1225;1239;1446;14;21;40.7965999806765;0.1359887;0.1317;0.1371001;14749;49;49;98;300;1147;0.0021;0.0358;1229;1337;0.1349
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::PostProcessPass.Render()";0.1341;0.1179;0.404;1158;1147;1446;18;18;40.9445999860764;0.136482;0.1307;0.1393;301;1;1;2;300;1147;0.1179;0.2355;1147;1446;0.1332
"UnityEngine.CoreModule.dll!UnityEngine::Object.op_Implicit()";0.1337999;0.1212998;0.4488001;1356;1173;1446;4;22;40.8625989318389;0.1362087;0.1303998;0.1388999;60808;203;196;354;300;1147;0.0002;0.0138;1147;1282;0.1312999
"DrawOpaqueObjects";0.1314;0.1195;0.3162;1418;1253;1446;15;15;40.2269998937845;0.13409;0.1283;0.136;301;1;1;2;300;1147;0.1195;0.1896;1253;1431;0.1472
"UnityEngine.CoreModule.dll!Unity.Collections::NativeArray`1.get_Item()";0.1308999;0.1247999;0.3636001;1214;1421;1446;8;20;39.8134997287998;0.1327117;0.1279999;0.1345999;23172;77;77;149;300;1147;0.0006;0.0139;1150;1309;0.1284999
"Unity.TextMeshPro.dll!TMPro::TextMeshPro.OnBecameVisible()";0.1301;0.1301;0.1301;1446;1446;1446;17;17;0.130100002745166;0.1301;0.1301;0.1301;3;3;3;3;1;1446;0.001;0.1278;1446;1446;0
"Crest.dll!Crest::OceanRenderer.WritePerFrameMaterialParams()";0.1295;0.12;0.2756;1231;1398;1446;6;6;39.7190999165177;0.132397;0.1261;0.1358;300;1;1;1;300;1147;0.12;0.2756;1398;1446;0.1215
"UnityEngine.CoreModule.dll!UnityEngine::Material..ctor()";0.1293;0.1293;0.1293;1446;1446;1446;18;18;0.129299998283386;0.1293;0.1293;0.1293;5;5;5;5;1;1446;0.0202;0.0393;1446;1446;0
"UnityEngine.UI.dll!UnityEngine.EventSystems::PointerInputModule.GetMousePointerEventData()";0.1292;0.1117;0.1665;1289;1344;1171;8;8;38.5409999042749;0.1302061;0.1202;0.1387;296;1;1;1;296;1147;0.1117;0.1665;1344;1171;0.1468
"Unity.Collections.dll!Unity.Collections.LowLevel.Unsafe::UnsafeList`1.get_Item()";0.1282998;0.1194998;0.2220999;1408;1300;1446;7;9;38.6098988972954;0.1286997;0.1254998;0.1307998;48600;162;162;162;300;1147;0.0006;0.0382;1148;1193;0.1270998
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::AdditionalLightsShadowCasterPass.Setup()";0.1279;0.1159;0.3355;1405;1238;1446;12;12;38.9894001185894;0.1299647;0.1236;0.133;301;1;1;2;300;1147;0.1159;0.1922;1238;1446;0.142
"Mono.JIT";0.1267;0.1267;0.1267;1446;1446;1446;17;17;0.1266999989748;0.1267;0.1267;0.1267;1;1;1;1;1;1446;0.1267;0.1267;1446;1446;0
"UnityEngine.CoreModule.dll!UnityEngine::Material.CreateWithShader()";0.126;0.126;0.126;1446;1446;1446;19;19;0.125999998301268;0.126;0.126;0.126;5;5;5;5;1;1446;0.0197;0.0385;1446;1446;0
"mscorlib.dll!System.Reflection::FieldInfo.GetFieldFromHandle()";0.124;0.124;0.124;1446;1446;1446;22;22;0.123999998322688;0.124;0.124;0.124;84;84;84;84;1;1446;0.0011;0.0051;1446;1446;0
"Graphics.Blit";0.1236;0.1084;0.3284;1243;1210;1446;16;22;37.5172998253256;0.1250577;0.1179;0.1299;3913;13;13;26;300;1147;0.0038;0.0484;1446;1281;0.131
"UnityEngine.CoreModule.dll!UnityEngine::Object.GetCachedPtr()";0.1224014;0.1143013;0.3476932;1428;1229;1446;8;27;37.1888991020896;0.123963;0.1197014;0.1265014;429033;1426;1349;2350;300;1147;0;0.0566;1147;1173;0.1254013
"mscorlib.dll!System::IntPtr.op_Inequality()";0.1208014;0.1084012;0.3466933;1383;1443;1446;8;27;36.6231991059685;0.1220773;0.1183013;0.1237014;439268;1460;1383;2419;300;1147;0;0.0117;1147;1362;0.1221014
"Unity.RenderPipelines.Universal.Runtime.dll!Beautify.Universal::BeautifyRendererFeature.AddRenderPasses()";0.1201;0.106;0.8729;1305;1340;1446;14;14;36.8984999656677;0.122995;0.1155;0.125;301;1;1;2;300;1147;0.106;0.7014;1340;1446;0.1313
"UnityEngine.CoreModule.dll!UnityEngine::Graphics.Internal_BlitMaterial5()";0.1187;0.1037;0.3225;1180;1210;1446;18;21;36.0448998310603;0.1201497;0.1126;0.125;3311;11;11;22;300;1147;0.0043;0.0513;1446;1281;0.1258
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::ForwardLights.SetupAdditionalLightConstants()";0.118;0.1087;0.3302;1209;1272;1446;17;17;36.1574999019504;0.120525;0.1154;0.123;301;1;1;2;300;1147;0.1087;0.2106;1272;1446;0.1199
"UnityEngine.CoreModule.dll!UnityEngine::AnimationCurve.get_length()";0.1161012;0.1161012;0.1161012;1446;1446;1446;20;20;0.116099997001584;0.1161;0.1161012;0.1161012;1024;1024;1024;1024;1;1446;0.0001;0.0006;1446;1446;0
"Assembly-CSharp.dll!::EnviroSkyMgr.get_instance()";0.1158;0.1114;0.262;1290;1320;1446;5;17;35.2307997845346;0.117436;0.1137;0.1195;36365;121;121;169;300;1147;0.0008;0.0161;1147;1189;0.119
"Crest.dll!Crest::ShapeFFT.CrestUpdate()";0.1137;0.1044;0.1987;1247;1200;1446;9;9;34.8700998798013;0.1162337;0.111;0.1204;300;1;1;1;300;1147;0.1044;0.1987;1200;1446;0.1096
"UpdateRendererBoundingVolumes";0.111;0.07610001;0.1968;1442;1296;1253;3;10;33.6144998495583;0.1120483;0.1015;0.1201;864;3;2;7;300;1147;0.0001;0.1329;1214;1253;0.1032
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::AtomicSafetyHandle.CheckReadAndThrow()";0.1107002;0.1033002;0.2119008;1338;1270;1446;6;22;33.4504988773988;0.1115017;0.1083002;0.1139003;119173;397;397;470;300;1147;0.0002;0.01;1147;1264;0.1090003
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ScriptableRenderPass.CreateDrawingSettings()";0.1094;0.1047;0.3043;1361;1269;1446;18;19;33.8747998187318;0.112916;0.1076;0.115;2107;7;7;14;300;1147;0.0108;0.0895;1206;1241;0.1132
"UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.BeginGUI()";0.1074;0.0968;0.2118;1337;1309;1446;3;3;32.5852998560295;0.1086177;0.1037;0.112;1800;6;6;6;300;1147;0.0063;0.0786;1252;1446;0.1053
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroDistanceBlurPass.CustomBlit()";0.1073;0.1009;0.3827;1277;1205;1446;17;17;32.6129997484386;0.10871;0.1044;0.1098;3010;10;10;20;300;1147;0.009;0.0625;1363;1446;0.1065
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::ShadowUtils.ExtractDirectionalLightMatrix()";0.1068;0.1025;0.3144;1324;1238;1446;14;14;32.7472998220474;0.1091577;0.1057;0.1082;1204;4;4;8;300;1147;0.0229;0.069;1393;1343;0.1122
"Unity.RenderPipelines.Universal.Runtime.dll!::BeautifyRenderPass.FullScreenBlit()";0.1064;0.0988;0.3704;1347;1212;1446;19;20;32.4845997942612;0.108282;0.1048;0.1091;4214;14;14;28;300;1147;0.0066;0.0763;1223;1446;0.1056
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::CommandBuffer.SetRenderTarget()";0.1064;0.09439997;0.3731999;1306;1166;1446;9;21;32.2250997498049;0.107417;0.1041;0.1091;30150;101;94;224;300;1147;0.0006;0.0135;1147;1216;0.114
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderTargetIdentifier.Equals()";0.1060002;0.09740033;0.3418985;1218;1258;1446;17;21;32.2834988807153;0.1076117;0.1032002;0.1098002;146587;487;487;974;300;1147;0;0.0128;1147;1446;0.1033002
"PostLateUpdate.PlayerUpdateCanvases";0.1048;0.0873;0.1828;1322;1334;1400;2;2;32.3130998909473;0.1077103;0.0988;0.1134;300;1;1;1;300;1147;0.0873;0.1828;1334;1400;0.1053
"VegetationCell culling";0.1028;0.0705;0.2055;1300;1269;1226;5;5;31.3053998947144;0.1043513;0.0944;0.113;300;1;1;1;300;1147;0.0705;0.2055;1269;1226;0.1079
"UnityEngine.CoreModule.dll!Unity.Jobs::JobHandle.Complete()";0.1027;0.0706;0.2041;1231;1269;1226;5;8;31.1861999098328;0.103954;0.0939;0.1128;1500;5;5;5;300;1147;0.0002;0.2028;1148;1226;0.1068
"MeshSkinning.SkinOnGPU";0.1011;0.1011;0.1011;1446;1446;1446;18;18;0.101099999621511;0.1011;0.1011;0.1011;3;3;3;3;1;1446;0.0309;0.0368;1446;1446;0
"UnityEngine.CoreModule.dll!Unity.Jobs::JobHandle.ScheduleBatchedJobsAndComplete()";0.1002;0.0685;0.2012;1229;1269;1226;7;7;30.4234998896718;0.1014117;0.0913;0.1103;300;1;1;1;300;1147;0.0685;0.2012;1269;1226;0.0992
"Assembly-CSharp.dll!UnityEngine.Rendering.LWRP::EnviroFogLWRP.AddRenderPasses()";0.0998;0.0908;0.2817;1313;1151;1446;14;14;30.5454999133945;0.1018183;0.0972;0.1031;301;1;1;2;300;1147;0.0908;0.1706;1151;1446;0.1041
"PreUpdate.NewInputUpdate";0.0995;0.0779;0.2864;1330;1292;1214;2;2;39.1956999078393;0.1306523;0.0876;0.1843;300;1;1;1;300;1147;0.0779;0.2864;1292;1214;0.2069
"JobHandle.Complete";0.0988;0.0677;0.1984;1267;1269;1226;8;8;29.9771998748183;0.099924;0.0902;0.1091;300;1;1;1;300;1147;0.0677;0.1984;1269;1226;0.0979
"Crest.dll!Crest.EditorHelpers::EditorHelpers.GetActiveSceneViewCamera()";0.097;0.0241;0.1543;1207;1444;1280;7;9;29.2560998541303;0.09752034;0.09529999;0.1001;2100;7;7;7;300;1147;0.0026;0.0729;1444;1280;0.09630001
"mscorlib.dll!System::Int32.ToString()";0.09620002;0.09620002;0.09620002;1446;1446;1446;16;18;0.0961999989813194;0.0962;0.09620002;0.09620002;51;51;51;51;1;1446;0.0015;0.0048;1446;1446;0
"PreLateUpdate.DirectorUpdateAnimationBegin";0.095;0.0767;0.172;1380;1193;1329;2;2;29.2396999448538;0.09746566;0.0912;0.1013;300;1;1;1;300;1147;0.0767;0.172;1193;1329;0.1066
"PostLateUpdate.UpdateAllRenderers";0.0943;0.061;0.1561;1294;1296;1446;2;2;28.6319999136031;0.09544;0.0861;0.1043;300;1;1;1;300;1147;0.061;0.1561;1296;1446;0.1095
"Crest.dll!Crest::OceanRenderer.get_ViewCamera()";0.0929;0.0299;0.1532;1396;1445;1280;6;8;28.1133998809382;0.09371133;0.0909;0.09619999;1800;6;6;6;300;1147;0.0039;0.0744;1445;1280;0.0931
"Unity.RenderPipelines.Universal.Runtime.dll!::ScreenSpaceAmbientOcclusionPass.OnCameraSetup()";0.0926;0.0866;0.295;1428;1256;1446;14;14;28.4959998428822;0.09498667;0.0911;0.0968;301;1;1;2;300;1147;0.0866;0.1881;1256;1446;0.0924
"Director.ProcessFrame";0.0924;0.07700001;0.172;1380;1274;1329;3;3;28.3779998497121;0.09459333;0.08940001;0.0974;2398;7;7;37;300;1147;0;0.1269;1147;1329;0.0957
"Shadows.Draw";0.0922;0.0819;0.1795;1411;1426;1446;18;18;28.4891998292878;0.094964;0.0876;0.0999;1204;4;4;8;300;1147;0.0129;0.0659;1394;1232;0.08930001
"Crest.dll!Crest::LodTransform.SetViewProjectionMatrices()";0.09199998;0.0658;0.5268999;1374;1414;1446;10;10;27.5191000611521;0.09173033;0.08919998;0.09499998;8190;28;21;91;300;1147;0.0028;0.0199;1157;1271;0.09029997
"Crest.dll!Crest::LodTransform.CalculateWorldToCameraMatrixRHS()";0.0919;0.0864;0.1601;1203;1210;1446;8;8;27.8565998598933;0.09285533;0.0904;0.0939;2100;7;7;7;300;1147;0.0117;0.0696;1150;1351;0.0865
